postcode,easting,northing,soilType,elevation,nearestWatercourse,distanceToWatercourse,localAuthority,riskLabel,medianPrice,historicallyFlooded
RG22 4BD,462672,150488,Unsurveyed/Urban,100,River Loddon,1940.0,Basingstoke and Deane,1,594800.0,0
RG22 4BE,462234,150424,Unsurveyed/Urban,110,River Loddon,2210.0,Basingstoke and Deane,1,558300.0,0
RG22 4BJ,463128,150246,Arenosols,100,River Loddon,2020.0,Basingstoke and Deane,1,595800.0,0
RG22 4BP,462278,149651,Luvisols,120,River Loddon,2860.0,Basingstoke and Deane,1,287700.0,0
RG22 4BX,463524,150485,Unsurveyed/Urban,110,River Loddon,1750.0,Basingstoke and Deane,1,506400.0,0
RG22 4DA,460496,148627,Leptosols,130,River Loddon,4700.0,Basingstoke and Deane,1,595000.0,0
RG22 4DG,460133,148167,Luvisols,160,River Loddon,5290.0,Basingstoke and Deane,1,290600.0,0
RG22 4DN,462221,149963,Leptosols,110,River Loddon,2610.0,Basingstoke and Deane,1,278000.0,0
RG22 4DQ,462614,150608,Unsurveyed/Urban,100,River Loddon,1860.0,Basingstoke and Deane,1,548900.0,0
RG22 4EF,462677,150371,Unsurveyed/Urban,110,River Loddon,2040.0,Basingstoke and Deane,1,317500.0,0
RG22 4EJ,462443,150410,Unsurveyed/Urban,100,River Loddon,2110.0,Basingstoke and Deane,1,139100.0,0
RG22 4EP,462475,150051,Cambisols,110,River Loddon,2420.0,Basingstoke and Deane,1,593000.0,0
RG22 4EQ,461674,149013,Luvisols,130,River Loddon,3710.0,Basingstoke and Deane,1,555500.0,0
RG22 4EY,461580,149761,Cambisols,120,River Loddon,3140.0,Basingstoke and Deane,1,307900.0,0
RG22 4EZ,461490,149120,Luvisols,130,River Loddon,3710.0,Basingstoke and Deane,1,247700.0,0
RG22 4FA,459861,147640,Luvisols,160,River Loddon,5870.0,Basingstoke and Deane,1,427200.0,0
RG22 4FF,459881,147530,Luvisols,160,River Loddon,5940.0,Basingstoke and Deane,1,277000.0,0
RG22 4FH,460358,147706,Luvisols,160,River Loddon,5520.0,Basingstoke and Deane,1,335800.0,0
RG22 4FL,461619,149442,Leptosols,120,River Loddon,3370.0,Basingstoke and Deane,1,585700.0,0
RG22 4GA,462904,150412,Unsurveyed/Urban,100,River Loddon,1920.0,Basingstoke and Deane,1,527700.0,0
RG22 4GD,461589,149374,Leptosols,120,River Loddon,3450.0,Basingstoke and Deane,1,490100.0,0
RG22 4HD,461726,149965,Luvisols,110,River Loddon,2890.0,Basingstoke and Deane,1,508600.0,0
RG22 4HE,461548,150045,Leptosols,110,River Loddon,2940.0,Basingstoke and Deane,1,250300.0,0
RG22 4HQ,461592,149812,Luvisols,120,River Loddon,3090.0,Basingstoke and Deane,1,561000.0,0
RG22 4HR,462457,149807,Luvisols,110,River Loddon,2650.0,Basingstoke and Deane,1,262700.0,0
RG22 4HT,461804,149808,Leptosols,120,River Loddon,2970.0,Basingstoke and Deane,1,238300.0,0
RG22 4HZ,462332,149719,Luvisols,120,River Loddon,2780.0,Basingstoke and Deane,1,226200.0,0
RG22 4JG,461804,149615,Leptosols,120,River Loddon,3130.0,Basingstoke and Deane,1,256000.0,0
RG22 4JN,461983,149632,Leptosols,110,River Loddon,3020.0,Basingstoke and Deane,1,257600.0,0
RG22 4JS,462717,150124,Luvisols,110,River Loddon,2250.0,Basingstoke and Deane,1,269600.0,0
RG22 4JT,462756,150241,Luvisols,110,River Loddon,2130.0,Basingstoke and Deane,1,272900.0,0
RG22 4LA,462477,150789,Unsurveyed/Urban,100,River Loddon,1780.0,Basingstoke and Deane,1,518300.0,0
RG22 4LB,461149,149765,Leptosols,120,River Loddon,3420.0,Basingstoke and Deane,1,241800.0,0
RG22 4LD,461764,149155,Luvisols,130,River Loddon,3540.0,Basingstoke and Deane,1,527100.0,0
RG22 4LH,461573,149579,Luvisols,120,River Loddon,3290.0,Basingstoke and Deane,1,567600.0,0
RG22 4LL,461442,149688,Leptosols,120,River Loddon,3280.0,Basingstoke and Deane,1,530700.0,0
RG22 4LZ,462710,149718,Luvisols,110,River Loddon,2640.0,Basingstoke and Deane,1,251400.0,0
RG22 4ND,461470,149486,Cambisols,130,River Loddon,3420.0,Basingstoke and Deane,1,519800.0,0
RG22 4NG,461315,149593,Leptosols,120,River Loddon,3430.0,Basingstoke and Deane,1,491400.0,0
RG22 4NT,462538,149490,Luvisols,110,River Loddon,2910.0,Basingstoke and Deane,1,247700.0,0
RG22 4NW,462352,150410,Leptosols,100,River Loddon,2160.0,Basingstoke and Deane,1,552200.0,0
RG22 4NZ,461122,149466,Leptosols,120,River Loddon,3660.0,Basingstoke and Deane,1,581500.0,0
RG22 4PD,462858,149942,Luvisols,110,River Loddon,2380.0,Basingstoke and Deane,1,515900.0,0
RG22 4PE,462598,149463,Luvisols,120,River Loddon,2920.0,Basingstoke and Deane,1,187000.0,0
RG22 4PF,465500,153000,Unsurveyed/Urban,90,River Loddon,630.0,Basingstoke and Deane,2,528900.0,0
RG22 4PG,459964,148084,Luvisols,160,River Loddon,5460.0,Basingstoke and Deane,1,170900.0,0
RG22 4PQ,461346,149246,Luvisols,130,River Loddon,3690.0,Basingstoke and Deane,1,510200.0,0
RG22 4PS,461260,149305,Leptosols,130,River Loddon,3690.0,Basingstoke and Deane,1,550600.0,0
RG22 4PU,460882,149638,Leptosols,120,River Loddon,3690.0,Basingstoke and Deane,1,340500.0,0
RG22 4QE,460016,147736,Luvisols,160,River Loddon,5700.0,Basingstoke and Deane,1,423800.0,0
RG22 4QG,460740,148048,Luvisols,170,River Loddon,5020.0,Basingstoke and Deane,1,367000.0,0
RG22 4QH,461173,148538,Luvisols,150,River Loddon,4370.0,Basingstoke and Deane,1,414000.0,0
RG22 4QJ,460856,148050,Luvisols,170,River Loddon,4960.0,Basingstoke and Deane,1,290000.0,0
RG22 4QQ,460697,147908,Luvisols,170,River Loddon,5160.0,Basingstoke and Deane,1,317100.0,0
RG22 4QU,461293,148705,Luvisols,140,River Loddon,4170.0,Basingstoke and Deane,1,500700.0,0
RG22 4QY,461410,148779,Luvisols,140,River Loddon,4040.0,Basingstoke and Deane,1,550200.0,0
RG22 4RE,461446,148708,Luvisols,140,River Loddon,4090.0,Basingstoke and Deane,1,435300.0,0
RG22 4RG,460925,148256,Luvisols,160,River Loddon,4740.0,Basingstoke and Deane,1,489800.0,0
RG22 4RP,461656,148867,Luvisols,140,River Loddon,3840.0,Basingstoke and Deane,1,333300.0,0
RG22 4RS,461005,148192,Luvisols,170,River Loddon,4760.0,Basingstoke and Deane,1,457600.0,0
RG22 4RW,461166,148342,Luvisols,160,River Loddon,4540.0,Basingstoke and Deane,1,468600.0,0
RG22 4SE,460058,147971,Luvisols,160,River Loddon,5490.0,Basingstoke and Deane,1,427900.0,0
RG22 4SG,461673,148792,Luvisols,140,River Loddon,3900.0,Basingstoke and Deane,1,521000.0,0
RG22 4TD,460635,149332,Leptosols,120,River Loddon,4090.0,Basingstoke and Deane,1,390800.0,0
RG22 4TF,460568,149225,Leptosols,120,River Loddon,4210.0,Basingstoke and Deane,1,363100.0,0
RG22 4TH,460438,149139,Leptosols,130,River Loddon,4360.0,Basingstoke and Deane,1,588700.0,0
RG22 4TJ,460840,149022,Leptosols,130,River Loddon,4180.0,Basingstoke and Deane,1,596500.0,0
RG22 4TL,460926,149168,Cambisols,130,River Loddon,4010.0,Basingstoke and Deane,1,533600.0,0
RG22 4TT,460036,148658,Leptosols,150,River Loddon,4990.0,Basingstoke and Deane,2,136700.0,0
RG22 4TU,460573,149311,Leptosols,120,River Loddon,4140.0,Basingstoke and Deane,1,575600.0,0
RG22 4UG,460513,149068,Leptosols,130,River Loddon,4360.0,Basingstoke and Deane,1,596800.0,0
RG22 4UP,460535,149127,Leptosols,130,River Loddon,4300.0,Basingstoke and Deane,1,596000.0,0
RG22 4UQ,460701,149128,Leptosols,120,River Loddon,4190.0,Basingstoke and Deane,1,237200.0,0
RG22 4UW,460628,149168,Leptosols,120,River Loddon,4210.0,Basingstoke and Deane,1,253100.0,0
RG22 4XD,460335,148442,Leptosols,150,River Loddon,4950.0,Basingstoke and Deane,1,445700.0,0
RG22 4XN,460728,148150,Luvisols,160,River Loddon,4940.0,Basingstoke and Deane,1,571800.0,0
RG22 4XS,460834,149092,Leptosols,130,River Loddon,4130.0,Basingstoke and Deane,1,473800.0,0
RG22 4XX,461216,148846,Luvisols,140,River Loddon,4090.0,Basingstoke and Deane,1,469100.0,0
RG22 4YJ,460342,148658,Leptosols,140,River Loddon,4780.0,Basingstoke and Deane,1,487400.0,0
RG22 4YL,460372,148772,Leptosols,140,River Loddon,4670.0,Basingstoke and Deane,2,158200.0,0
RG22 4YQ,460413,148549,Leptosols,140,River Loddon,4810.0,Basingstoke and Deane,1,561300.0,0
RG22 4YW,460644,148556,Cambisols,140,River Loddon,4660.0,Basingstoke and Deane,2,500300.0,0
RG22 5AG,460825,151187,Unsurveyed/Urban,100,River Loddon,2880.0,Basingstoke and Deane,1,300000.0,0
RG22 5AL,460726,151034,Unsurveyed/Urban,100,River Loddon,3030.0,Basingstoke and Deane,1,159900.0,0
RG22 5AQ,460753,151088,Unsurveyed/Urban,100,River Loddon,2990.0,Basingstoke and Deane,1,234100.0,0
RG22 5AR,460378,150902,Unsurveyed/Urban,100,River Loddon,3400.0,Basingstoke and Deane,1,361100.0,0
RG22 5AU,460208,151502,Leptosols,110,River Loddon,3380.0,Basingstoke and Deane,1,356400.0,0
RG22 5AX,460685,151773,Unsurveyed/Urban,100,River Loddon,2860.0,Basingstoke and Deane,1,387700.0,0
RG22 5BL,460411,151129,Unsurveyed/Urban,100,River Loddon,3290.0,Basingstoke and Deane,1,416500.0,0
RG22 5BT,460629,151191,Unsurveyed/Urban,100,River Loddon,3070.0,Basingstoke and Deane,1,216800.0,0
RG22 5BW,460563,151122,Unsurveyed/Urban,100,River Loddon,3150.0,Basingstoke and Deane,1,383100.0,0
RG22 5DA,460770,151303,Unsurveyed/Urban,100,River Loddon,2900.0,Basingstoke and Deane,1,363800.0,0
RG22 5DE,460703,151490,Unsurveyed/Urban,100,River Loddon,2910.0,Basingstoke and Deane,1,181500.0,0
RG22 5DF,460728,151586,Unsurveyed/Urban,100,River Loddon,2860.0,Basingstoke and Deane,1,215100.0,0
RG22 5DL,460866,151437,Unsurveyed/Urban,100,River Loddon,2760.0,Basingstoke and Deane,1,420000.0,0
RG22 5DR,460843,151740,Unsurveyed/Urban,100,River Loddon,2710.0,Basingstoke and Deane,1,280600.0,0
RG22 5EB,460638,151810,Unsurveyed/Urban,100,River Loddon,2900.0,Basingstoke and Deane,1,392000.0,0
RG22 5EF,460505,151449,Unsurveyed/Urban,100,River Loddon,3110.0,Basingstoke and Deane,1,144900.0,0
RG22 5EH,460728,151739,Unsurveyed/Urban,100,River Loddon,2830.0,Basingstoke and Deane,2,236700.0,0
RG22 5ER,460322,151325,Unsurveyed/Urban,110,River Loddon,3320.0,Basingstoke and Deane,1,513200.0,0
RG22 5FE,460133,151506,Leptosols,110,River Loddon,3460.0,Basingstoke and Deane,1,290200.0,0
RG22 5FH,460466,151648,Unsurveyed/Urban,100,River Loddon,3100.0,Basingstoke and Deane,1,335700.0,0
RG22 5FL,460325,151216,Unsurveyed/Urban,110,River Loddon,3350.0,Basingstoke and Deane,1,363200.0,0
RG22 5FN,460454,150581,Unsurveyed/Urban,100,River Loddon,3480.0,Basingstoke and Deane,1,355900.0,0
RG22 5FR,460330,150747,Unsurveyed/Urban,100,River Loddon,3510.0,Basingstoke and Deane,1,378100.0,0
RG22 5HA,459909,149165,Leptosols,130,River Loddon,4730.0,Basingstoke and Deane,1,420100.0,0
RG22 5HX,460584,149971,Unsurveyed/Urban,120,River Loddon,3700.0,Basingstoke and Deane,1,306300.0,0
RG22 5JB,460528,150422,Unsurveyed/Urban,110,River Loddon,3490.0,Basingstoke and Deane,1,367700.0,0
RG22 5JD,460448,150402,Unsurveyed/Urban,110,River Loddon,3570.0,Basingstoke and Deane,1,335900.0,0
RG22 5JG,460426,150475,Unsurveyed/Urban,110,River Loddon,3550.0,Basingstoke and Deane,1,441500.0,0
RG22 5JJ,459962,149258,Unsurveyed/Urban,130,River Loddon,4630.0,Basingstoke and Deane,1,570700.0,0
RG22 5JQ,460361,150579,Unsurveyed/Urban,100,River Loddon,3560.0,Basingstoke and Deane,1,367200.0,0
RG22 5JX,459955,149455,Leptosols,120,River Loddon,4510.0,Basingstoke and Deane,1,413300.0,0
RG22 5LD,460437,150102,Unsurveyed/Urban,110,River Loddon,3740.0,Basingstoke and Deane,1,389800.0,0
RG22 5LF,460219,150411,Unsurveyed/Urban,110,River Loddon,3760.0,Basingstoke and Deane,1,508900.0,0
RG22 5LP,460233,150158,Unsurveyed/Urban,110,River Loddon,3880.0,Basingstoke and Deane,1,409200.0,0
RG22 5LZ,460125,149515,Unsurveyed/Urban,120,River Loddon,4340.0,Basingstoke and Deane,1,411100.0,0
RG22 5NB,460162,149806,Unsurveyed/Urban,110,River Loddon,4140.0,Basingstoke and Deane,1,691700.0,0
RG22 5NL,460355,149352,Leptosols,130,River Loddon,4270.0,Basingstoke and Deane,1,387100.0,0
RG22 5NP,460444,149392,Unsurveyed/Urban,120,River Loddon,4180.0,Basingstoke and Deane,1,366800.0,0
RG22 5NS,460201,149420,Leptosols,130,River Loddon,4340.0,Basingstoke and Deane,1,402100.0,0
RG22 5NW,460377,149327,Leptosols,130,River Loddon,4270.0,Basingstoke and Deane,1,385600.0,0
RG22 5NX,460229,149686,Leptosols,120,River Loddon,4160.0,Basingstoke and Deane,1,404800.0,0
RG22 5NY,460229,149983,Unsurveyed/Urban,110,River Loddon,3980.0,Basingstoke and Deane,1,357700.0,0
RG22 5PA,460139,150583,Unsurveyed/Urban,110,River Loddon,3750.0,Basingstoke and Deane,1,448000.0,0
RG22 5PB,460028,150529,Unsurveyed/Urban,110,River Loddon,3880.0,Basingstoke and Deane,1,408800.0,0
RG22 5PU,459821,149853,Unsurveyed/Urban,110,River Loddon,4390.0,Basingstoke and Deane,1,353900.0,0
RG22 5QA,459959,149918,Unsurveyed/Urban,110,River Loddon,4240.0,Basingstoke and Deane,1,399200.0,0
RG22 5QD,460013,149832,Unsurveyed/Urban,110,River Loddon,4240.0,Basingstoke and Deane,1,365600.0,0
RG22 5QJ,459763,149635,Leptosols,120,River Loddon,4560.0,Basingstoke and Deane,1,398500.0,0
RG22 5QP,459796,149655,Leptosols,120,River Loddon,4520.0,Basingstoke and Deane,1,357400.0,0
RG22 5QQ,459745,149811,Unsurveyed/Urban,110,River Loddon,4480.0,Basingstoke and Deane,1,409400.0,0
RG22 5QR,459884,149643,Leptosols,120,River Loddon,4460.0,Basingstoke and Deane,1,401100.0,0
RG22 5QT,459952,149743,Unsurveyed/Urban,110,River Loddon,4340.0,Basingstoke and Deane,1,369400.0,0
RG22 5QX,459747,149373,Leptosols,120,River Loddon,4730.0,Basingstoke and Deane,1,401800.0,0
RG22 5RB,460299,149547,Unsurveyed/Urban,120,River Loddon,4190.0,Basingstoke and Deane,1,362900.0,0
RG22 5RJ,460258,149451,Leptosols,130,River Loddon,4280.0,Basingstoke and Deane,1,364600.0,0
RG22 5RP,460342,150117,Unsurveyed/Urban,110,River Loddon,3810.0,Basingstoke and Deane,1,378500.0,0
RG22 5SN,461063,150145,Unsurveyed/Urban,110,River Loddon,3220.0,Basingstoke and Deane,1,380900.0,0
RG22 5UD,459935,148939,Cambisols,150,River Loddon,4860.0,Basingstoke and Deane,1,417000.0,0
RG22 5UE,459818,148950,Arenosols,140,River Loddon,4940.0,Basingstoke and Deane,1,362400.0,0
RG22 5UF,459899,149030,Leptosols,140,River Loddon,4830.0,Basingstoke and Deane,1,347500.0,0
RG22 5UH,459831,149006,Leptosols,140,River Loddon,4900.0,Basingstoke and Deane,1,238600.0,0
RG22 5UL,459704,148924,Cambisols,150,River Loddon,5050.0,Basingstoke and Deane,1,529500.0,0
RG22 5UQ,459843,148975,Leptosols,140,River Loddon,4910.0,Basingstoke and Deane,1,354000.0,0
RG22 5UR,459519,148975,Leptosols,140,River Loddon,5150.0,Basingstoke and Deane,1,488400.0,0
RG22 5UT,459544,149124,Leptosols,130,River Loddon,5040.0,Basingstoke and Deane,1,374700.0,0
RG22 5XF,460333,150355,Unsurveyed/Urban,110,River Loddon,3690.0,Basingstoke and Deane,1,345000.0,0
RG22 6AF,462209,151629,Unsurveyed/Urban,100,River Loddon,1440.0,Basingstoke and Deane,1,286000.0,0
RG22 6AJ,462174,151489,Unsurveyed/Urban,100,River Loddon,1530.0,Basingstoke and Deane,1,268900.0,0
RG22 6AP,462198,151340,Unsurveyed/Urban,100,River Loddon,1590.0,Basingstoke and Deane,1,275100.0,0
RG22 6AU,462297,151227,Unsurveyed/Urban,100,River Loddon,1580.0,Basingstoke and Deane,1,250900.0,0
RG22 6AY,462256,151517,Unsurveyed/Urban,100,River Loddon,1440.0,Basingstoke and Deane,1,270000.0,0
RG22 6BD,462343,151382,Unsurveyed/Urban,100,River Loddon,1450.0,Basingstoke and Deane,1,253800.0,0
RG22 6BE,462303,151023,Unsurveyed/Urban,100,River Loddon,1710.0,Basingstoke and Deane,1,270200.0,0
RG22 6BF,461084,151006,Unsurveyed/Urban,110,River Loddon,2720.0,Basingstoke and Deane,1,296100.0,0
RG22 6BG,462337,151139,Unsurveyed/Urban,100,River Loddon,1600.0,Basingstoke and Deane,1,299400.0,0
RG22 6BH,462377,150915,Unsurveyed/Urban,100,River Loddon,1740.0,Basingstoke and Deane,1,251000.0,0
RG22 6BJ,462365,150946,Unsurveyed/Urban,100,River Loddon,1720.0,Basingstoke and Deane,1,265000.0,0
RG22 6BQ,462413,151052,Unsurveyed/Urban,100,River Loddon,1610.0,Basingstoke and Deane,1,267700.0,0
RG22 6DE,462042,151358,Unsurveyed/Urban,100,River Loddon,1710.0,Basingstoke and Deane,1,375700.0,0
RG22 6DJ,462180,151219,Unsurveyed/Urban,100,River Loddon,1670.0,Basingstoke and Deane,1,288900.0,0
RG22 6DX,462164,150893,Unsurveyed/Urban,100,River Loddon,1900.0,Basingstoke and Deane,1,251800.0,0
RG22 6EB,462020,150922,Unsurveyed/Urban,100,River Loddon,1990.0,Basingstoke and Deane,1,326700.0,0
RG22 6ED,462084,150976,Unsurveyed/Urban,100,River Loddon,1900.0,Basingstoke and Deane,1,284400.0,0
RG22 6ES,461952,151099,Unsurveyed/Urban,100,River Loddon,1930.0,Basingstoke and Deane,1,275800.0,0
RG22 6ET,462029,151198,Unsurveyed/Urban,100,River Loddon,1810.0,Basingstoke and Deane,1,293300.0,0
RG22 6HA,461850,150880,Unsurveyed/Urban,100,River Loddon,2140.0,Basingstoke and Deane,1,283000.0,0
RG22 6HE,461875,150729,Unsurveyed/Urban,100,River Loddon,2220.0,Basingstoke and Deane,1,269000.0,0
RG22 6HF,461688,150770,Unsurveyed/Urban,110,River Loddon,2340.0,Basingstoke and Deane,2,275000.0,0
RG22 6HJ,461797,151040,Unsurveyed/Urban,110,River Loddon,2090.0,Basingstoke and Deane,1,265700.0,0
RG22 6HL,461957,150524,Unsurveyed/Urban,100,River Loddon,2310.0,Basingstoke and Deane,1,270000.0,0
RG22 6HN,461905,150422,Unsurveyed/Urban,110,River Loddon,2420.0,Basingstoke and Deane,1,292000.0,0
RG22 6HR,462000,150500,Unsurveyed/Urban,100,River Loddon,2300.0,Basingstoke and Deane,1,254600.0,0
RG22 6HS,462200,150500,Unsurveyed/Urban,100,River Loddon,2170.0,Basingstoke and Deane,1,287700.0,0
RG22 6JA,461931,150582,Unsurveyed/Urban,100,River Loddon,2290.0,Basingstoke and Deane,1,303000.0,0
RG22 6JH,461745,150547,Unsurveyed/Urban,110,River Loddon,2440.0,Basingstoke and Deane,1,283700.0,0
RG22 6JQ,461650,150654,Unsurveyed/Urban,110,River Loddon,2440.0,Basingstoke and Deane,1,254400.0,0
RG22 6JS,461602,150567,Unsurveyed/Urban,110,River Loddon,2530.0,Basingstoke and Deane,1,268300.0,0
RG22 6JT,461542,150689,Unsurveyed/Urban,110,River Loddon,2500.0,Basingstoke and Deane,1,298400.0,0
RG22 6LF,461744,151206,Unsurveyed/Urban,100,River Loddon,2040.0,Basingstoke and Deane,1,227500.0,0
RG22 6LN,461267,150618,Unsurveyed/Urban,110,River Loddon,2770.0,Basingstoke and Deane,1,326800.0,0
RG22 6LS,460991,150775,Unsurveyed/Urban,100,River Loddon,2910.0,Basingstoke and Deane,1,260800.0,0
RG22 6LY,461055,150641,Unsurveyed/Urban,110,River Loddon,2930.0,Basingstoke and Deane,2,278100.0,0
RG22 6LZ,461118,150713,Unsurveyed/Urban,110,River Loddon,2840.0,Basingstoke and Deane,1,254200.0,0
RG22 6ND,461425,150505,Unsurveyed/Urban,110,River Loddon,2710.0,Basingstoke and Deane,1,300500.0,0
RG22 6NJ,462313,151812,Unsurveyed/Urban,90,River Loddon,1270.0,Basingstoke and Deane,1,259300.0,0
RG22 6NP,461374,151775,Unsurveyed/Urban,100,River Loddon,2190.0,Basingstoke and Deane,1,175100.0,0
RG22 6NT,461469,151665,Unsurveyed/Urban,100,River Loddon,2120.0,Basingstoke and Deane,1,279600.0,0
RG22 6NX,461344,151715,Unsurveyed/Urban,100,River Loddon,2230.0,Basingstoke and Deane,1,388700.0,0
RG22 6PH,461429,151928,Unsurveyed/Urban,90,River Loddon,2100.0,Basingstoke and Deane,1,276000.0,0
RG22 6PJ,461481,151859,Unsurveyed/Urban,90,River Loddon,2060.0,Basingstoke and Deane,1,296000.0,0
RG22 6PL,461908,152045,Unsurveyed/Urban,90,River Loddon,1610.0,Basingstoke and Deane,1,258500.0,0
RG22 6PS,461999,151409,Unsurveyed/Urban,100,River Loddon,1720.0,Basingstoke and Deane,2,275500.0,0
RG22 6PT,461967,151260,Unsurveyed/Urban,100,River Loddon,1830.0,Basingstoke and Deane,1,137800.0,0
RG22 6PU,461890,151600,Unsurveyed/Urban,100,River Loddon,1740.0,Basingstoke and Deane,1,183800.0,0
RG22 6QD,461600,151300,Unsurveyed/Urban,100,River Loddon,2130.0,Basingstoke and Deane,1,290300.0,0
RG22 6QF,461600,151200,Unsurveyed/Urban,100,River Loddon,2170.0,Basingstoke and Deane,1,279400.0,0
RG22 6QN,461676,151110,Unsurveyed/Urban,110,River Loddon,2150.0,Basingstoke and Deane,1,251500.0,0
RG22 6QS,461490,151193,Unsurveyed/Urban,110,River Loddon,2270.0,Basingstoke and Deane,2,281000.0,0
RG22 6RH,461577,150986,Unsurveyed/Urban,110,River Loddon,2300.0,Basingstoke and Deane,1,307200.0,0
RG22 6RR,461311,150954,Unsurveyed/Urban,110,River Loddon,2550.0,Basingstoke and Deane,1,272200.0,0
RG22 6RS,461289,150970,Unsurveyed/Urban,110,River Loddon,2560.0,Basingstoke and Deane,1,287300.0,0
RG22 6RW,461353,150954,Unsurveyed/Urban,110,River Loddon,2510.0,Basingstoke and Deane,1,262600.0,0
RG22 6RY,461224,151188,Unsurveyed/Urban,110,River Loddon,2510.0,Basingstoke and Deane,1,276800.0,0
RG22 6RZ,461221,151125,Unsurveyed/Urban,110,River Loddon,2540.0,Basingstoke and Deane,1,250600.0,0
RG22 6SA,461280,151012,Unsurveyed/Urban,110,River Loddon,2540.0,Basingstoke and Deane,1,254200.0,0
RG22 6SJ,461086,151326,Unsurveyed/Urban,110,River Loddon,2590.0,Basingstoke and Deane,1,294200.0,0
RG22 6SL,461131,151304,Unsurveyed/Urban,110,River Loddon,2560.0,Basingstoke and Deane,1,259900.0,0
RG22 6SQ,461014,151323,Unsurveyed/Urban,110,River Loddon,2660.0,Basingstoke and Deane,1,209000.0,0
RG22 6SU,460913,151149,Unsurveyed/Urban,110,River Loddon,2820.0,Basingstoke and Deane,1,297300.0,0
RG22 6TE,461771,151683,Unsurveyed/Urban,100,River Loddon,1830.0,Basingstoke and Deane,1,256500.0,0
RG22 6TF,461727,151637,Unsurveyed/Urban,100,River Loddon,1880.0,Basingstoke and Deane,1,299700.0,0
RG22 6TH,461644,151675,Unsurveyed/Urban,100,River Loddon,1950.0,Basingstoke and Deane,1,227000.0,0
RG22 6TS,461443,151540,Unsurveyed/Urban,100,River Loddon,2180.0,Basingstoke and Deane,1,232100.0,0
RG22 6TU,461336,151515,Unsurveyed/Urban,100,River Loddon,2290.0,Basingstoke and Deane,1,277200.0,0
RG22 6TX,461501,151410,Unsurveyed/Urban,100,River Loddon,2170.0,Basingstoke and Deane,1,268600.0,0
RG22 6UE,461282,151602,Unsurveyed/Urban,100,River Loddon,2320.0,Basingstoke and Deane,1,232100.0,0
RG22 6UG,461309,151433,Unsurveyed/Urban,100,River Loddon,2340.0,Basingstoke and Deane,1,274000.0,0
RG22 6UW,461091,151409,Unsurveyed/Urban,100,River Loddon,2560.0,Basingstoke and Deane,1,225900.0,0
RG22 6XA,461000,151300,Unsurveyed/Urban,110,River Loddon,2680.0,Basingstoke and Deane,1,291500.0,0
RG23 7AA,457613,150453,Luvisols,120,River Loddon,6160.0,Basingstoke and Deane,1,416700.0,0
RG23 7AJ,457694,150406,Cambisols,120,River Loddon,6100.0,Basingstoke and Deane,1,420900.0,0
RG23 7AR,457632,150213,Leptosols,120,River Loddon,6220.0,Basingstoke and Deane,1,405000.0,0
RG23 7AU,457728,150083,Leptosols,120,River Loddon,6170.0,Basingstoke and Deane,1,481300.0,0
RG23 7AW,457837,150359,Leptosols,120,River Loddon,5980.0,Basingstoke and Deane,1,412400.0,0
RG23 7AY,457738,150265,Leptosols,120,River Loddon,6100.0,Basingstoke and Deane,1,408200.0,0
RG23 7BA,457760,150033,Luvisols,120,River Loddon,6160.0,Basingstoke and Deane,1,479700.0,0
